0,1
2,0
3,0
4,0
5,1
6,0
7,1
8,0
9,1
10,0
11,2
12,1
13,0
14,1
15,1
16,1
17,0
18,0
19,0
20,1
21,1
22,1
23,0
24,2
25,0
26,1
27,3
28,1
29,1
30,2
31,0
32,0
33,0
34,0
35,1
36,0
37,1
38,0
39,0
40,2
41,2
42,0
43,0
44,2
45,3
46,0
47,0
48,1
49,1
50,0
51,1
52,1
53,1
54,0
55,1
56,1
57,0
58,1
59,2
60,0
61,0
62,1
63,2
64,1
65,0
66,1
67,1
68,0
69,1
70,2
71,0
72,1
73,0
74,0
75,2
76,1
77,0
78,3
79,1
80,0
81,1
82,0
83,0
84,1
85,1
86,0
87,1
88,1
89,0
90,0
91,2
92,0
93,1
94,0
95,1
96,1
97,0
98,0
99,0
100,1
101,0
102,1
103,0
104,1
105,0
106,1
107,0
108,2
109,0
110,0
111,0
112,2
113,2
114,1
115,0
116,3
117,0
118,1
119,2
120,2
121,2
122,1
123,0
124,0
125,0
126,2
127,1
128,1
129,1
130,1
131,0
132,1
133,0
134,2
135,1
136,1
137,1
138,0
139,2
140,2
141,2
142,0
143,1
144,0
145,0
146,0
147,1
148,0
149,3
150,1
151,2
152,1
153,1
154,1
155,1
156,0
157,0
158,1
159,3
160,1
161,2
162,1
163,1
164,0
165,1
166,3
167,0
168,2
169,1
170,2
171,1
172,1
173,0
174,0
175,0
176,1
177,0
178,0
179,2
180,0
181,0
182,1
183,1
184,0
185,0
186,2
187,1
188,0
189,0
190,1
191,0
192,1
193,0
194,0
195,1
196,1
197,2
198,0
199,1
200,2
201,1
202,0
203,1
204,1
205,1
206,2
207,1
208,1
209,1
210,0
211,1
212,1
213,0
214,0
215,0
216,0
217,1
218,1
219,1
220,1
221,1
222,1
223,0
224,0
225,0
226,0
227,1
228,1
229,0
230,1
231,0
232,1
233,1
234,1
235,0
236,2
237,1
238,1
239,1
240,0
241,0
242,1
243,2
244,1
245,0
246,0
247,1
248,0
249,1
250,0
251,0
252,1
253,0
254,1
255,1
256,1
257,2
258,0
259,1
260,0
261,3
262,0
263,2
264,1
265,0
266,0
267,0
268,1
269,1
270,1
271,0
272,1
273,2
274,2
275,0
276,1
277,2
278,0
279,0
280,1
281,1
282,1
283,1
284,0
285,0
286,1
287,1
288,0
289,1
290,0
291,1
292,0
293,0
294,2
295,2
296,1
297,1
298,3
299,1
300,2
301,1
302,0
303,1
304,1
305,1
306,0
307,1
308,0
309,0
310,0
311,5
312,5
313,1
314,0
315,1
316,0
317,1
318,1
319,0
320,1
321,1
322,0
323,1
324,1
325,1
326,0
327,2
328,0
329,0
330,2
331,0
332,0
333,0
334,1
335,0
336,1
337,1
338,2
339,1
340,2
341,0
342,1
343,2
344,2
345,0
346,1
347,1
348,1
349,2
350,0
351,1
352,0
353,1
354,3
355,0
356,0
357,0
358,0
359,0
360,2
361,0
362,1
363,0
364,1
365,0
366,1
367,0
368,0
369,1
370,2
371,0
372,0
373,0
374,2
375,0
376,1
377,0
378,2
379,0
380,0
381,3
382,2
383,0
384,1
385,0
386,2
387,0
388,0
389,1
390,0
391,1
392,1
393,1
394,1
395,1
396,0
397,0
398,1
399,1
400,0
401,2
402,2
403,1
404,2
405,1
406,1
407,0
408,0
409,3
410,2
411,2
412,0
413,1
414,0
415,0
416,1
417,3
418,0
419,0
420,3
421,3
422,1
423,0
424,0
425,2
426,0
427,0
428,0
429,1
430,0
431,1
432,1
433,0
434,2
435,2
436,1
437,0
438,1
439,1
440,1
441,0
442,0
443,1
444,1
445,2
446,3
447,0
448,0
449,1
450,1
451,0
452,0
453,0
454,1
455,1
456,1
457,1
458,0
459,1
460,2
461,0
462,1
463,1
464,2
465,0
466,0
467,0
468,1
469,0
470,0
471,4
472,1
473,0
474,0
475,0
476,1
477,0
478,0
479,2
480,0
481,0
482,0
483,2
484,0
485,1
486,0
487,1
488,1
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,2
497,0
498,0
499,0
500,0
501,0
502,2
503,0
504,0
505,0
506,0
507,1
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,1
516,1
517,0
518,0
519,0
520,1
521,2
522,1
523,0
524,0
525,2
526,1
527,0
528,0
529,0
530,0
531,0
532,1
533,0
534,0
535,0
536,1
537,1
538,2
539,1
540,0
541,2
542,0
543,0
544,0
545,0
546,1
547,0
548,0
549,2
550,0
551,1
552,1
553,0
554,1
555,2
556,1
557,1
558,0
559,1
560,0
561,1
562,0
563,0
564,1
565,0
566,0
567,1
568,0
569,0
570,1
571,0
572,2
573,0
574,1
575,0
576,0
577,0
578,1
579,1
580,0
581,0
582,1
583,0
584,1
585,1
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,2
595,0
596,1
597,1
598,1
599,0
600,0
601,1
602,1
603,0
604,0
605,1
606,0
607,1
608,0
609,0
610,0
611,0
612,3
613,0
614,1
615,1
616,1
617,0
618,0
619,0
620,0
621,1
622,0
623,0
624,0
625,0
626,0
627,1
628,0
629,0
630,1
631,3
632,1
633,1
634,0
635,0
636,1
637,0
638,2
639,1
640,1
641,1
642,0
643,0
644,0
645,0
646,0
647,0
648,1
649,0
650,1
651,1
652,0
653,1
654,1
655,0
656,1
657,0
658,0
659,0
660,1
661,0
662,0
663,1
664,0
665,0
666,0
667,1
668,0
669,1
670,0
671,0
672,0
673,0
674,2
675,3
676,1
677,0
678,0
679,1
680,2
681,3
682,1
683,0
684,0
685,0
686,1
687,0
688,1
689,2
690,1
691,0
692,0
693,0
694,1
695,0
696,1
697,1
698,1
699,0
700,0
701,1
702,2
703,1
704,0
705,1
706,0
707,2
708,0
709,0
710,0
711,1
712,0
713,1
714,1
715,0
716,0
717,0
718,0
719,0
720,2
721,2
722,0
723,1
724,0
725,0
726,0
727,1
728,1
729,3
730,1
731,1
732,0
733,2
734,1
735,0
736,1
737,1
738,0
739,0
740,2
741,1
742,1
743,1
744,0
745,0
746,1
747,0
748,0
749,2
750,3
751,1
752,0
753,1
754,0
755,0
756,1
757,0
758,2
759,0
760,0
761,1
762,1
763,0
764,2
765,2
766,2
767,1
768,0
769,0
770,0
771,0
772,1
773,1
774,0
775,1
776,0
777,0
778,2
779,0
780,0
781,0
782,1
783,0
784,2
785,0
786,1
787,1
788,1
789,0
790,0
791,1
792,0
793,1
794,0
795,0
796,0
797,0
798,0
799,0
800,2
801,1
802,0
803,1
804,1
805,0
806,0
807,1
